CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,TenureAgeRatio,IsSenior,CreditScoreBucket,ProductsPerBalance,IsLowCredit,HighBalance,AgeBucket
718,Spain,Male,28,6,0.0,2,1,0,146875.86,0,0.0,0.21428570663265334,0,good,2.0,0,0,"(0, 30]"
730,France,Male,27,5,0.0,2,1,1,116081.93,0,0.0,0.18518517832647488,0,good,2.0,0,0,"(0, 30]"
533,France,Female,39,2,0.0,1,0,1,73669.94,1,0.0,0.05128204996712693,0,medium,1.0,1,0,"(30, 45]"
711,Spain,Female,28,5,0.0,2,1,1,93959.96,0,0.0,0.17857142219387778,0,good,2.0,0,0,"(0, 30]"
555,Spain,Female,26,9,0.0,2,0,1,158918.03,0,0.0,0.3461538328402372,0,medium,2.0,1,0,"(0, 30]"
850,France,Female,42,9,113311.11,1,1,1,198193.75,0,0.571718886188027,0.2142857091836736,0,excellent,8.825182056886947e-06,0,1,"(30, 45]"
678,France,Female,41,9,0.0,1,0,0,13160.03,0,0.0,0.21951218976799539,0,good,1.0,0,0,"(30, 45]"
576,France,Male,32,7,0.0,2,1,0,4660.91,0,0.0,0.21874999316406274,0,medium,2.0,1,0,"(30, 45]"
835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1,0.6901608199931355,0.1999999900000005,0,excellent,8.040755695950724e-06,0,1,"(0, 30]"
592,France,Male,42,1,147249.29,2,1,1,63023.02,0,2.336436590910172,0.0238095232426304,0,medium,1.3582316204606456e-05,1,1,"(30, 45]"
774,France,Male,36,7,103688.19,1,0,1,118971.74,0,0.8715362992852628,0.19444443904321004,0,excellent,9.644206884054162e-06,0,1,"(30, 45]"
620,France,Female,29,1,138740.24,2,0,0,154700.61,0,0.8968305942627063,0.034482757431629055,0,medium,1.4415324527876499e-05,0,1,"(0, 30]"
519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0,1.1467860771003424,0.10256409993425386,0,medium,8.936459449832237e-06,1,1,"(30, 45]"
734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0,3.11816045961731,0.0,0,good,6.546163149762336e-06,0,1,"(30, 45]"
763,Germany,Male,31,7,143966.3,2,1,1,140262.96,1,1.0264028364934947,0.22580644432882438,0,excellent,1.3892043540442866e-05,0,1,"(30, 45]"
733,France,Male,51,10,141556.96,1,1,0,130189.53,0,1.0873144714395442,0.19607842752787397,1,good,7.0642442148784855e-06,0,1,"(45, 60]"
650,France,Female,43,6,0.0,2,1,1,16301.91,0,0.0,0.13953488047593302,0,medium,2.0,0,0,"(30, 45]"
538,France,Female,33,5,0.0,2,1,0,126962.41,0,0.0,0.15151514692378343,0,medium,2.0,1,0,"(30, 45]"
577,France,Female,46,1,0.0,1,1,1,158750.53,0,0.0,0.02173912996219283,1,medium,1.0,1,0,"(45, 60]"
792,France,Male,30,8,0.0,2,1,0,199644.2,0,0.0,0.26666665777777804,0,excellent,2.0,0,0,"(0, 30]"
686,France,Female,41,10,0.0,1,1,1,144272.71,1,0.0,0.24390243307555043,0,good,1.0,0,0,"(30, 45]"
589,France,Male,29,2,0.0,2,0,1,98320.27,0,0.0,0.06896551486325811,0,medium,2.0,1,0,"(0, 30]"
530,France,Male,25,9,162560.32,1,1,0,64129.03,0,2.534894415173052,0.35999998560000057,0,medium,6.1515248522834336e-06,1,1,"(0, 30]"
778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0,0.6799951374275478,0.24137930202140337,0,excellent,8.114876792637145e-06,0,1,"(0, 30]"
616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0,0.4680186836989255,0.22580644432882438,0,medium,2.608694177694595e-05,0,0,"(30, 45]"
550,France,Male,38,9,140278.99,3,1,1,171457.06,1,0.8181581440809834,0.2368420990304711,0,medium,2.1385801353421825e-05,1,1,"(30, 45]"
655,France,Female,51,3,0.0,2,0,1,15801.02,0,0.0,0.05882352825836219,1,good,2.0,0,0,"(45, 60]"
721,France,Male,46,1,115764.32,2,0,0,102950.79,0,1.124462668026885,0.02173912996219283,1,good,1.7276331115397943e-05,0,1,"(45, 60]"
499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0,0.7497352194802668,0.1388888850308643,0,low,1.5250466416452264e-05,1,1,"(30, 45]"
511,France,Male,45,5,68375.27,1,1,0,193160.25,1,0.35398209517561724,0.11111110864197538,1,medium,1.4624956874658415e-05,1,0,"(30, 45]"
579,Germany,Female,39,5,117833.3,3,0,0,5831.0,1,20.208077513255347,0.12820512491781733,0,medium,2.545947996466224e-05,1,1,"(30, 45]"
696,Spain,Female,36,7,0.0,2,1,1,82298.59,0,0.0,0.19444443904321004,0,good,2.0,0,0,"(30, 45]"
681,France,Male,34,7,0.0,2,0,0,130686.59,0,0.0,0.20588234688581333,0,good,2.0,0,0,"(30, 45]"
815,France,Male,45,7,0.0,1,0,1,52885.23,1,0.0,0.1555555520987655,1,excellent,1.0,0,0,"(30, 45]"
681,Spain,Male,30,2,111093.01,1,1,0,68985.99,0,1.6103705984126577,0.06666666444444451,0,good,9.001385403227411e-06,0,1,"(0, 30]"
641,Spain,Male,42,9,132657.55,1,1,0,35367.19,0,3.7508648551453794,0.2142857091836736,0,medium,7.538149633024031e-06,0,1,"(30, 45]"
591,France,Female,56,9,128882.49,1,1,1,196241.94,1,0.6567530365799648,0.16071428284438782,1,medium,7.758945695837379e-06,1,1,"(45, 60]"
565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0,0.40496397509556387,0.15254237029589204,1,medium,1.446537632616762e-05,1,0,"(45, 60]"
487,France,Male,37,6,0.0,2,1,1,126477.41,0,0.0,0.16216215777940116,0,low,2.0,1,0,"(30, 45]"
729,France,Male,39,4,121404.64,1,1,1,159618.17,0,0.7605941103023508,0.10256409993425386,0,good,8.236849622472234e-06,0,1,"(30, 45]"
505,Spain,Female,45,9,131355.3,3,1,0,195395.33,1,0.672254040049615,0.19999999555555567,1,medium,2.2838645729211316e-05,1,1,"(30, 45]"
580,France,Female,35,1,102097.33,1,0,1,168285.85,0,0.6066899266895779,0.028571427755102068,0,medium,9.79447949834243e-06,1,1,"(30, 45]"
642,France,Male,40,1,154863.15,1,1,1,138052.51,0,1.1217698975475217,0.024999999375000016,0,medium,6.457272390027002e-06,0,1,"(30, 45]"
850,Spain,Female,41,3,99945.93,2,1,0,71179.31,0,1.4041430016474712,0.07317072992266513,0,excellent,2.001061963584074e-05,0,0,"(30, 45]"
616,Germany,Male,39,2,121704.32,2,1,0,55556.3,0,2.1906484052719377,0.05128204996712693,0,medium,1.6433135379784548e-05,0,1,"(30, 45]"
526,Spain,Female,43,3,0.0,2,1,0,31705.19,0,0.0,0.06976744023796651,0,medium,2.0,1,0,"(30, 45]"
523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0,0.7456670850152337,0.22857142204081654,0,medium,7.2054540098928e-06,1,1,"(30, 45]"
663,France,Male,35,9,0.0,2,1,1,195580.28,0,0.0,0.2571428497959186,0,good,2.0,0,0,"(30, 45]"
840,France,Male,30,8,136291.71,1,1,0,54113.38,0,2.5186323603789185,0.26666665777777804,0,excellent,7.337149580487468e-06,0,1,"(0, 30]"
570,Germany,Male,42,0,107856.57,2,1,0,127528.84,0,0.8457425786916455,0.0,0,medium,1.8542972922531073e-05,1,1,"(30, 45]"
676,Germany,Female,26,1,108348.66,1,0,0,60231.74,1,1.7988631907064472,0.03846153698224858,0,good,9.229378292465338e-06,0,1,"(0, 30]"
689,France,Male,47,1,93871.95,3,1,0,156878.42,1,0.5983738872395682,0.021276595291987336,1,good,3.195808803281457e-05,0,0,"(45, 60]"
703,Spain,Female,45,1,0.0,1,1,0,182784.11,1,0.0,0.022222221728395074,1,good,1.0,0,0,"(30, 45]"
491,Germany,Male,19,2,125860.2,1,0,0,129690.5,0,0.9704658398188729,0.10526315235457093,0,low,7.945260334400117e-06,1,1,"(0, 30]"
584,France,Male,49,8,172713.44,1,1,0,113860.81,0,1.5168822354107891,0.16326530279050402,1,medium,5.789903843592927e-06,1,1,"(45, 60]"
810,France,Female,51,5,0.0,2,0,1,184524.74,0,0.0,0.09803921376393698,1,excellent,2.0,0,0,"(45, 60]"
745,Spain,Female,59,8,0.0,1,1,1,36124.98,0,0.0,0.1355932180407929,1,good,1.0,0,0,"(45, 60]"
625,France,Female,39,3,130786.92,1,0,1,121316.07,0,1.078067563505164,0.0769230749506904,0,medium,7.645966080047759e-06,0,1,"(30, 45]"
535,France,Female,29,2,112367.34,1,1,0,185630.76,0,0.605327155905598,0.06896551486325811,0,medium,8.899303843057574e-06,1,1,"(0, 30]"
729,Spain,Female,45,7,91091.06,2,1,0,71133.12,0,1.2805716942926086,0.1555555520987655,1,good,2.1955810418602895e-05,0,0,"(30, 45]"
655,France,Female,26,7,106198.5,1,0,1,32020.42,0,3.3165867279905576,0.26923075887574005,0,good,9.416240189454752e-06,0,1,"(0, 30]"
751,France,Male,47,5,142669.93,2,1,0,162760.96,0,0.8765611237432086,0.10638297645993668,1,excellent,1.4018272678253377e-05,0,1,"(45, 60]"
525,France,Male,33,1,112833.35,1,0,1,175178.56,0,0.6441047922722729,0.030303029384756687,0,medium,8.86254939209558e-06,1,1,"(30, 45]"
532,France,Female,40,5,0.0,2,0,1,177099.71,0,0.0,0.12499999687500009,0,medium,2.0,1,0,"(30, 45]"
696,Spain,Female,43,4,0.0,2,1,1,66406.37,0,0.0,0.09302325365062201,0,good,2.0,0,0,"(30, 45]"
786,Germany,Female,32,2,104336.43,2,0,0,59559.81,0,1.7517925258366036,0.06249999804687507,0,excellent,1.9168576415961176e-05,0,1,"(30, 45]"
580,France,Male,55,6,104305.74,1,0,1,175750.21,0,0.593488565387242,0.10909090710743806,1,medium,9.587108177285572e-06,1,1,"(45, 60]"
596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0,0.8042341489002479,0.10638297645993668,1,medium,1.4266546161906752e-05,1,1,"(45, 60]"
683,France,Male,39,4,0.0,2,1,0,171716.81,0,0.0,0.10256409993425386,0,good,2.0,0,0,"(30, 45]"
747,France,Female,45,1,114959.12,1,1,0,189362.39,1,0.6070852823487963,0.022222221728395074,1,good,8.698668720944273e-06,0,1,"(30, 45]"
602,France,Male,33,5,164704.38,1,0,1,180716.1,1,0.9113984863500739,0.15151514692378343,0,medium,6.071447089342194e-06,0,1,"(30, 45]"
779,France,Male,62,10,119096.55,1,0,1,116977.89,0,1.018111627752748,0.16129031997918838,1,excellent,8.39647834905084e-06,0,1,"(60, 100]"
551,France,Male,31,1,0.0,2,1,1,185105.44,0,0.0,0.032258063475546335,0,medium,2.0,1,0,"(30, 45]"
666,France,Male,47,2,0.0,1,1,0,35046.97,1,0.0,0.04255319058397467,1,good,1.0,0,0,"(45, 60]"
526,Spain,Male,30,8,0.0,1,1,0,36251.0,0,0.0,0.26666665777777804,0,medium,1.0,1,0,"(0, 30]"
849,France,Female,41,9,115465.28,1,1,0,103174.5,0,1.1191261406537554,0.21951218976799539,0,excellent,8.66053708493943e-06,0,1,"(30, 45]"
471,France,Female,27,4,0.0,2,1,0,122642.09,0,0.0,0.1481481426611799,0,low,2.0,1,0,"(0, 30]"
628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0,1.5042318633636222,0.06976744023796651,0,medium,5.407521353896263e-06,0,1,"(30, 45]"
674,Germany,Male,43,8,85957.88,2,1,0,8757.39,0,9.815467849460232,0.18604650730124403,0,good,2.3266938796782833e-05,0,0,"(30, 45]"
797,France,Male,32,10,114084.6,1,0,1,125782.29,0,0.9070005006197058,0.3124999902343753,0,excellent,8.765348124566116e-06,0,1,"(30, 45]"
590,Spain,Female,29,2,166930.76,2,1,0,122487.73,0,1.3628365877842392,0.06896551486325811,0,medium,1.1980943590362911e-05,1,1,"(0, 30]"
588,France,Female,27,8,0.0,1,1,0,20066.38,0,0.0,0.2962962853223598,0,medium,1.0,1,0,"(0, 30]"
577,France,Male,29,7,0.0,2,1,1,55473.15,0,0.0,0.24137930202140337,0,medium,2.0,1,0,"(0, 30]"
571,France,Female,38,6,107193.82,2,0,0,38962.94,0,2.751173807655398,0.15789473268698073,0,medium,1.8657617970719106e-05,1,1,"(30, 45]"
680,France,Male,36,3,116275.12,1,1,1,63795.8,0,1.8226140278541436,0.08333333101851859,0,good,8.600218170334545e-06,0,1,"(30, 45]"
648,Spain,Female,27,7,0.0,2,1,1,163060.43,0,0.0,0.2592592496570648,0,medium,2.0,0,0,"(0, 30]"
618,France,Male,39,2,91068.56,1,1,0,26578.69,0,3.4263750394234487,0.05128204996712693,0,medium,1.098061745329614e-05,0,0,"(30, 45]"
648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0,24.285580918716185,0.12195121653777521,0,medium,8.126763863304256e-06,0,1,"(30, 45]"
759,France,Female,39,6,0.0,2,1,1,140497.67,0,0.0,0.1538461499013808,0,excellent,2.0,0,0,"(30, 45]"
585,France,Male,40,7,0.0,2,0,0,146156.98,0,0.0,0.17499999562500013,0,medium,2.0,1,0,"(30, 45]"
774,France,Female,42,3,137781.65,1,0,0,199316.19,0,0.6912717426482451,0.0714285697278912,0,excellent,7.257807858972084e-06,0,1,"(30, 45]"
697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0,1.0402579764441284,0.041666665798611134,1,good,1.8496261350693183e-05,0,1,"(45, 60]"
605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0,0.7630538490508784,0.25641024983563465,0,medium,1.898997452779767e-05,0,1,"(30, 45]"
676,France,Male,20,1,80569.73,1,0,0,68621.98,0,1.1741096657197285,0.04999999750000012,0,good,1.241145512768719e-05,0,0,"(0, 30]"
678,France,Female,22,4,174852.89,1,1,1,28149.06,0,6.211677760955014,0.18181817355371938,0,good,5.719060639714678e-06,0,1,"(0, 30]"
495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,0.6596071488130214,0.06666666518518523,1,low,3.3647398147643433e-05,1,0,"(30, 45]"
787,France,Female,85,10,0.0,2,1,1,116537.96,0,0.0,0.11764705743944638,1,excellent,2.0,0,0,"(60, 100]"
770,France,Male,36,2,89800.14,1,1,1,105922.69,0,0.8477894585112238,0.05555555401234573,0,excellent,1.1135716094472744e-05,0,0,"(30, 45]"
817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1,1.1473355059866905,0.19999999555555567,1,excellent,9.880568626724468e-06,0,1,"(30, 45]"
659,France,Male,43,1,106086.42,2,1,0,26900.63,0,3.9436407249962677,0.023255813412655504,0,good,1.8852376653141343e-05,0,1,"(30, 45]"
693,France,Male,21,1,0.0,2,1,1,3494.02,0,0.0,0.04761904535147403,0,good,2.0,0,0,"(0, 30]"
744,France,Male,47,9,0.0,2,1,0,113163.17,0,0.0,0.19148935762788602,1,good,2.0,0,0,"(45, 60]"
829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0,5.249313565409231,0.30769229585798863,0,excellent,1.9715823999205057e-05,0,1,"(0, 30]"
716,France,Male,38,4,0.0,2,1,0,189678.7,0,0.0,0.10526315512465383,0,good,2.0,0,0,"(30, 45]"
671,France,Male,34,7,106603.74,2,1,1,26387.71,0,4.0399011507993725,0.20588234688581333,0,good,1.8760891870286442e-05,0,1,"(30, 45]"
835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0,1.2271775852600864,0.3448275743162905,0,excellent,1.5334930210732612e-05,0,1,"(0, 30]"
636,France,Female,38,1,0.0,1,1,0,45015.38,0,0.0,0.026315788781163457,0,medium,1.0,0,0,"(30, 45]"
649,Spain,Male,29,2,45022.23,1,1,1,173495.77,0,0.2595004477615823,0.06896551486325811,0,medium,2.2210756536125906e-05,0,0,"(0, 30]"
621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0,1.413002292013972,0.037037035665294975,0,medium,1.3459053454380471e-05,0,0,"(0, 30]"
658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1,0.9088676607385778,0.09677419042663901,0,good,7.518569174182166e-06,0,1,"(30, 45]"
784,Spain,Male,48,7,0.0,2,1,1,182609.97,0,0.0,0.14583333029513895,1,excellent,2.0,0,0,"(45, 60]"
783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0,0.6907332913369544,0.027027026296566857,0,excellent,7.315788803711972e-06,0,1,"(30, 45]"
615,France,Male,32,4,0.0,2,1,1,6225.63,0,0.0,0.12499999609375013,0,medium,2.0,0,0,"(30, 45]"
791,France,Female,44,5,0.0,2,1,1,123977.86,1,0.0,0.11363636105371908,0,excellent,2.0,0,0,"(30, 45]"
762,France,Male,53,1,102520.37,1,1,1,170195.4,0,0.6023686304059782,0.01886792417230332,1,excellent,9.754063957592452e-06,0,1,"(45, 60]"
607,France,Male,35,2,0.0,2,1,1,114190.3,0,0.0,0.057142855510204135,0,medium,2.0,0,0,"(30, 45]"
601,France,Female,34,5,0.0,2,1,0,27022.57,0,0.0,0.1470588192041524,0,medium,2.0,0,0,"(30, 45]"
540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0,1.4864862000860035,0.0149253729115616,1,medium,1.1314391759230649e-05,1,0,"(60, 100]"
812,France,Male,44,4,115049.15,2,1,0,165038.41,0,0.6971052980897167,0.09090908884297526,0,excellent,1.738372353273768e-05,0,1,"(30, 45]"
685,France,Male,58,1,104796.54,1,1,1,154181.41,0,0.6796963395218677,0.017241379013079674,1,good,9.542208719784836e-06,0,1,"(45, 60]"
680,France,Male,33,1,123082.08,1,1,0,134960.98,0,0.9119827078840714,0.030303029384756687,0,good,8.1245935672068e-06,0,1,"(30, 45]"
680,Spain,Female,58,8,0.0,2,1,1,65708.5,0,0.0,0.1379310321046374,1,good,2.0,0,0,"(45, 60]"
631,France,Female,33,8,0.0,2,0,0,117374.22,0,0.0,0.2424242350780535,0,medium,2.0,0,0,"(30, 45]"
569,France,Female,43,7,0.0,2,1,1,77703.19,0,0.0,0.16279069388858852,0,medium,2.0,1,0,"(30, 45]"
584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0,0.49710551080156473,0.09090908815427007,0,medium,2.2646855801127995e-05,1,0,"(30, 45]"
582,France,Female,40,9,0.0,3,1,1,60954.45,0,0.0,0.22499999437500015,0,medium,3.0,1,0,"(30, 45]"
609,France,Male,32,7,71872.19,1,1,1,151924.9,0,0.47307709269202697,0.21874999316406274,0,medium,1.3913393853813917e-05,0,0,"(30, 45]"
506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0,4.181316119577908,0.1714285665306124,0,medium,1.817389931823343e-05,1,1,"(30, 45]"
503,France,Male,42,8,104430.08,1,1,1,147557.71,0,0.7077236424941284,0.1904761859410432,0,medium,9.575693366380965e-06,1,1,"(30, 45]"
503,France,Female,28,5,0.0,2,1,0,125918.17,0,0.0,0.17857142219387778,0,medium,2.0,1,0,"(0, 30]"
806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0,0.7266827100552434,0.3225806347554634,0,excellent,7.212170740064639e-06,0,1,"(30, 45]"
653,France,Female,31,7,102575.04,1,1,1,11043.54,0,9.288239096404935,0.22580644432882438,0,good,9.748865329564292e-06,0,1,"(30, 45]"
666,France,Male,43,7,137780.74,2,1,1,119100.05,1,1.1568487166784829,0.16279069388858852,0,good,1.4515711588487706e-05,0,1,"(30, 45]"
674,Spain,Male,32,2,0.0,2,1,0,140579.17,0,0.0,0.06249999804687507,0,good,2.0,0,0,"(30, 45]"
798,France,Male,32,7,0.0,2,0,1,37731.95,0,0.0,0.21874999316406274,0,excellent,2.0,0,0,"(30, 45]"
740,France,Female,30,8,105209.54,1,1,0,1852.58,0,56.79082141835126,0.26666665777777804,0,good,9.504751139952328e-06,0,1,"(0, 30]"
531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0,0.636851565798394,0.0,0,medium,1.825296991791913e-05,1,1,"(30, 45]"
614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1,0.8886508989940375,0.13636363326446288,0,medium,8.423403381794297e-06,0,1,"(30, 45]"
556,France,Male,35,10,0.0,2,1,1,192751.18,0,0.0,0.28571427755102063,0,medium,2.0,1,0,"(30, 45]"
678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0,0.7913870355403193,0.04651162682531101,0,good,1.3038304321585082e-05,0,1,"(30, 45]"
587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0,2.3774387851492107,0.18181817630854014,0,medium,7.541230167695844e-06,1,1,"(30, 45]"
527,Spain,Female,36,6,0.0,2,1,1,102280.29,0,0.0,0.16666666203703717,0,medium,2.0,1,0,"(30, 45]"
757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0,2.8777214233224955,0.02941176384083048,0,excellent,1.545606879063449e-05,0,1,"(30, 45]"
468,Spain,Male,28,3,0.0,2,1,0,170661.02,0,0.0,0.10714285331632667,0,low,2.0,1,0,"(0, 30]"
693,France,Male,29,2,151352.74,1,0,0,197145.89,0,0.7677194792102044,0.06896551486325811,0,good,6.607038583916064e-06,0,1,"(0, 30]"
483,France,Female,44,5,136836.49,1,1,0,192359.9,1,0.7113566288986874,0.11363636105371908,0,low,7.307938781981459e-06,1,1,"(30, 45]"
466,France,Male,40,4,91592.06,1,1,0,141210.18,1,0.6486222168922338,0.09999999750000006,0,low,1.0917857750357943e-05,1,0,"(30, 45]"
770,France,Female,30,8,0.0,2,1,0,100557.03,0,0.0,0.26666665777777804,0,excellent,2.0,0,0,"(0, 30]"
734,France,Female,54,3,0.0,1,1,0,130805.54,1,0.0,0.05555555452674899,1,good,1.0,0,0,"(45, 60]"
716,France,Female,22,8,0.0,2,1,1,92606.98,0,0.0,0.36363634710743875,0,good,2.0,0,0,"(0, 30]"
439,France,Male,36,2,165536.28,2,1,1,123956.83,0,1.3354349251966557,0.05555555401234573,0,low,1.2081870621530086e-05,1,1,"(30, 45]"
538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0,0.6080566820589994,0.19999999200000032,0,medium,1.600410985541087e-05,1,0,"(0, 30]"
743,France,Male,40,8,68155.59,1,1,0,94876.65,0,0.7183599968936683,0.19999999500000012,0,good,1.4672095537643536e-05,0,0,"(30, 45]"
734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1,0.5890965106092847,0.06976744023796651,0,good,3.580742979102963e-05,0,0,"(30, 45]"
656,France,Male,37,2,0.0,2,0,1,67840.81,0,0.0,0.054054052593133714,0,good,2.0,0,0,"(30, 45]"
666,France,Female,31,2,79589.43,1,0,0,4050.57,0,19.648945699087054,0.06451612695109267,0,good,1.2564324630486355e-05,0,0,"(30, 45]"
627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0,0.7491224350695586,0.12195121653777521,0,medium,9.912594704929812e-06,0,1,"(30, 45]"
480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0,0.9597198150008771,0.11999999520000018,0,low,1.1472405852418397e-05,1,1,"(0, 30]"
792,France,Male,19,7,143390.51,1,1,0,33282.84,0,4.308241423979798,0.36842103324099823,0,excellent,6.973913588049948e-06,0,1,"(0, 30]"
613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1,3.268934739736494,0.1355932180407929,1,medium,1.093891317084526e-05,0,0,"(45, 60]"
476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0,1.9660444814312925,0.09999999666666677,0,low,7.442280278954525e-06,1,1,"(0, 30]"
539,France,Female,24,3,0.0,2,1,1,198161.07,0,0.0,0.12499999479166687,0,medium,2.0,1,0,"(0, 30]"
696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0,0.45101865096713667,0.13333333111111115,1,good,1.126280736060502e-05,0,0,"(45, 60]"
810,Germany,Male,35,3,96814.46,2,1,1,120511.03,0,0.8033659657476718,0.0857142832653062,0,excellent,2.065785774296791e-05,0,0,"(30, 45]"
763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0,5.202311376863816,0.2812499912109378,0,excellent,6.223495300420876e-06,0,1,"(30, 45]"
640,France,Female,29,3,0.0,2,1,0,2743.69,0,0.0,0.10344827229488716,0,medium,2.0,0,0,"(0, 30]"
655,France,Female,47,10,0.0,2,1,0,167778.62,0,0.0,0.21276595291987335,1,good,2.0,0,0,"(45, 60]"
526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0,1.0991851191838955,0.1612903173777317,0,medium,6.871047816240148e-06,1,1,"(30, 45]"
678,France,Female,28,4,0.0,2,1,1,144423.17,1,0.0,0.14285713775510223,0,good,2.0,0,0,"(0, 30]"
554,France,Female,45,6,0.0,2,1,1,181204.5,0,0.0,0.13333333037037046,1,medium,2.0,1,0,"(30, 45]"
597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1,0.6532730223355286,0.06666666444444451,0,medium,8.377236334654173e-06,1,1,"(0, 30]"
560,Spain,Female,28,1,0.0,2,1,1,120880.72,0,0.0,0.035714284438775556,0,medium,2.0,1,0,"(0, 30]"
850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1,5.011825282354426,0.21276595291987335,1,excellent,7.441444021142036e-06,0,1,"(45, 60]"
546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1,1.7216276355102202,0.10810810664718776,1,medium,1.7407994830521853e-05,1,1,"(60, 100]"
623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0,1.4809702499659247,0.0238095232426304,0,medium,1.339284398917108e-05,0,1,"(30, 45]"
698,France,Female,40,7,105061.74,3,1,0,107815.31,1,0.974460306231328,0.17499999562500013,0,good,2.855436665748485e-05,0,1,"(30, 45]"
620,France,Male,32,7,0.0,2,1,1,34665.79,0,0.0,0.21874999316406274,0,medium,2.0,0,0,"(30, 45]"
619,France,Female,40,10,0.0,1,1,1,147093.84,1,0.0,0.24999999375000018,0,medium,1.0,0,0,"(30, 45]"
561,France,Male,21,4,0.0,1,1,1,36942.35,0,0.0,0.19047618140589612,0,medium,1.0,1,0,"(0, 30]"
753,France,Female,39,7,155062.8,1,1,1,16460.77,0,9.420142556549896,0.17948717488494426,0,excellent,6.4489584287241776e-06,0,1,"(30, 45]"
721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0,1.946878172874462,0.06976744023796651,0,good,1.1261344960446778e-05,0,0,"(30, 45]"
451,France,Male,33,6,0.0,2,1,0,184954.11,0,0.0,0.18181817630854014,0,low,2.0,1,0,"(30, 45]"
680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1,2.9948442768901784,0.09803921376393698,1,good,6.9861249271434495e-06,0,1,"(45, 60]"
590,Spain,Female,23,7,0.0,2,1,0,196789.9,0,0.0,0.3043478128544429,0,medium,2.0,1,0,"(0, 30]"
634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0,0.6171376695734038,0.11111110699588492,0,medium,9.343304009062257e-06,0,1,"(0, 30]"
676,France,Male,29,4,140720.93,1,1,0,36221.18,0,3.8850454346356176,0.13793102972651622,0,good,7.106212940655376e-06,0,1,"(0, 30]"
642,France,Male,30,8,80964.57,2,1,0,174738.2,0,0.46334785410137364,0.26666665777777804,0,medium,2.4701857839079003e-05,0,0,"(0, 30]"
760,France,Male,39,6,178585.46,1,1,0,67131.3,1,2.660241347886005,0.1538461499013808,0,excellent,5.599528654076015e-06,0,1,"(30, 45]"
736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0,0.8201307570387053,0.15384614792899431,0,good,7.358886182535847e-06,0,1,"(0, 30]"
656,France,Male,43,7,134919.85,1,1,0,194691.95,0,0.692991415409353,0.16279069388858852,0,good,7.4117528906762736e-06,0,1,"(30, 45]"
776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1,0.8888623475617631,0.2424242350780535,0,excellent,8.685732312331292e-06,0,1,"(30, 45]"
832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0,0.943205229354867,0.17647058304498286,0,excellent,1.447270892133236e-05,0,1,"(30, 45]"
